1.788213e-05,1.887687e-05,2.116717e-05,2.310972e-05,2.783462e-05,3.362841e-05,3.639958e-05,4.462312e-05,4.346289e-05,4.538081e-05
2.494610e-05,3.100979e-05,3.506220e-05,4.341756e-05,5.376012e-05,6.177259e-05,6.923601e-05,7.574862e-05,8.090139e-05,8.456451e-05
4.722211e-05,5.586036e-05,6.881268e-05,8.389050e-05,9.988192e-05,1.104014e-04,1.285255e-04,1.366978e-04,1.419604e-04,1.503318e-04
8.780503e-05,1.042224e-04,1.285039e-04,1.556794e-04,1.886994e-04,2.002508e-04,2.169045e-04,2.337784e-04,2.541302e-04,2.657693e-04
1.711340e-04,2.069838e-04,2.528785e-04,2.878183e-04,3.222516e-04,3.542575e-04,4.165803e-04,4.168236e-04,4.502944e-04,4.803437e-04
3.282414e-04,4.016311e-04,4.705388e-04,5.253235e-04,5.813908e-04,6.279626e-04,6.797858e-04,7.403033e-04,8.030309e-04,8.879367e-04
6.348412e-04,8.016862e-04,8.525465e-04,9.359710e-04,1.020546e-03,1.109475e-03,1.267045e-03,1.300957e-03,1.470085e-03,1.560213e-03
1.186394e-03,1.373228e-03,1.525095e-03,2.245768e-03,1.795890e-03,6.433688e-03,3.151751e-03,2.313285e-03,2.584992e-03,2.868072e-03
2.198835e-03,2.482361e-03,2.925691e-03,2.919628e-03,3.185417e-03,3.508687e-03,3.776132e-03,4.240624e-03,4.754633e-03,5.500648e-03
4.005705e-03,4.394933e-03,6.597516e-03,5.169147e-03,5.650859e-03,6.119561e-03,6.800504e-03,7.699922e-03,8.601027e-03,9.808784e-03
