1.000000e+00,1.000000e+00,2.000000e+00,4.000000e+00,7.000000e+00,1.200000e+01,2.100000e+01,3.500000e+01,5.900000e+01,1.000000e+02
1.000000e+00,1.000000e+00,2.000000e+00,4.000000e+00,7.000000e+00,1.200000e+01,2.100000e+01,3.500000e+01,5.900000e+01,1.000000e+02
1.000000e+00,1.000000e+00,2.000000e+00,4.000000e+00,7.000000e+00,1.200000e+01,2.100000e+01,3.500000e+01,5.900000e+01,1.000000e+02
1.000000e+00,1.000000e+00,2.000000e+00,4.000000e+00,7.000000e+00,1.200000e+01,2.100000e+01,3.500000e+01,5.900000e+01,1.000000e+02
1.000000e+00,1.000000e+00,2.000000e+00,4.000000e+00,7.000000e+00,1.200000e+01,2.100000e+01,3.500000e+01,5.900000e+01,1.000000e+02
1.000000e+00,1.000000e+00,2.000000e+00,4.000000e+00,7.000000e+00,1.200000e+01,2.100000e+01,3.500000e+01,5.900000e+01,1.000000e+02
1.000000e+00,1.000000e+00,2.000000e+00,4.000000e+00,7.000000e+00,1.200000e+01,2.100000e+01,3.500000e+01,5.900000e+01,1.000000e+02
1.000000e+00,1.000000e+00,2.000000e+00,4.000000e+00,7.000000e+00,1.200000e+01,2.100000e+01,3.500000e+01,5.900000e+01,1.000000e+02
1.000000e+00,1.000000e+00,2.000000e+00,4.000000e+00,7.000000e+00,1.200000e+01,2.100000e+01,3.500000e+01,5.900000e+01,1.000000e+02
1.000000e+00,1.000000e+00,2.000000e+00,4.000000e+00,7.000000e+00,1.200000e+01,2.100000e+01,3.500000e+01,5.900000e+01,1.000000e+02
