5.609450e-05,2.400103e-05,2.075477e-05,2.176574e-05,2.693626e-05,3.130542e-05,3.353256e-05,4.267589e-05,4.459188e-05,5.075663e-05
2.684966e-05,3.344995e-05,3.311965e-05,4.924234e-05,5.265586e-05,9.123319e-05,6.810044e-05,1.175011e-04,8.020706e-05,1.224512e-04
5.060070e-05,9.605631e-05,7.822265e-05,8.634584e-05,1.826007e-04,1.095854e-04,1.194611e-04,1.295255e-04,1.504230e-04,2.517054e-04
1.070724e-04,5.841235e-04,1.520180e-04,2.243214e-04,1.760468e-04,2.055919e-04,2.222859e-04,2.279964e-04,2.475723e-04,2.685947e-04
1.721803e-04,2.184455e-04,2.989075e-04,5.038418e-04,3.453137e-04,3.743533e-04,4.077618e-04,3.994357e-04,4.729582e-04,5.943102e-04
3.426362e-04,4.240622e-04,5.191528e-04,5.448634e-04,5.972948e-04,6.079339e-04,8.072666e-04,7.406783e-04,8.504048e-04,8.942502e-04
6.427613e-04,7.470516e-04,9.360658e-04,9.996614e-04,9.896103e-04,1.338083e-03,1.168680e-03,1.266605e-03,1.429619e-03,1.663403e-03
1.259069e-03,1.456453e-03,2.328407e-03,1.688063e-03,1.902523e-03,1.887973e-03,2.101456e-03,2.397287e-03,2.758080e-03,3.590876e-03
2.335680e-03,2.557936e-03,3.106816e-03,2.960221e-03,3.036437e-03,3.220557e-03,3.659501e-03,4.111630e-03,4.757637e-03,6.804928e-03
3.707520e-03,4.096633e-03,4.500736e-03,5.029872e-03,5.259394e-03,5.831099e-03,6.668636e-03,7.620414e-03,8.279834e-03,1.173796e-02
