6.820219e-04,6.126703e-04,6.199147e-04,6.155525e-04,6.166768e-04,6.177048e-04,6.276286e-04,6.386112e-04,6.495767e-04,4.342082e-04
6.590545e-04,6.654532e-04,6.677117e-04,6.667087e-04,6.702495e-04,6.794920e-04,6.988425e-04,7.064750e-04,7.373941e-04,7.576081e-04
7.713708e-04,7.647477e-04,7.631505e-04,7.679568e-04,7.793712e-04,7.996122e-04,8.210427e-04,8.388344e-04,8.632188e-04,8.942494e-04
9.066804e-04,9.201738e-04,9.017987e-04,9.310205e-04,9.457778e-04,9.752587e-04,1.003326e-03,1.033440e-03,1.096768e-03,8.680686e-04
1.142969e-03,1.137145e-03,1.153708e-03,1.195993e-03,1.243736e-03,1.289996e-03,1.337854e-03,1.380534e-03,1.428117e-03,1.500320e-03
1.510603e-03,1.514856e-03,1.581680e-03,1.657236e-03,1.736108e-03,1.801347e-03,1.873017e-03,1.946926e-03,2.013711e-03,2.127659e-03
2.363185e-03,2.462940e-03,2.623803e-03,2.751985e-03,2.836845e-03,2.943023e-03,3.051199e-03,3.151791e-03,3.284497e-03,3.534644e-03
3.358078e-03,3.581887e-03,3.790804e-03,4.002566e-03,4.229305e-03,3.905264e-03,3.808054e-03,4.977732e-03,4.947118e-03,5.395777e-03
5.215739e-03,5.567194e-03,5.928349e-03,6.258597e-03,6.493249e-03,6.799458e-03,7.085184e-03,7.380497e-03,7.845383e-03,8.917211e-03
7.788328e-03,9.224894e-03,9.848992e-03,1.031050e-02,1.073713e-02,1.122104e-02,1.153555e-02,1.217929e-02,1.387322e-02,1.604106e-02
