6.942672e-04,6.553017e-04,6.446434e-04,6.454581e-04,6.570283e-04,6.499192e-04,6.520623e-04,6.681784e-04,6.718931e-04,6.794389e-04
6.877569e-04,6.859103e-04,6.774791e-04,6.804745e-04,6.801538e-04,6.865923e-04,6.904775e-04,7.019974e-04,7.215705e-04,7.505176e-04
7.327585e-04,7.332429e-04,7.355253e-04,7.385823e-04,7.472541e-04,7.465242e-04,7.565523e-04,7.721239e-04,7.972640e-04,8.335001e-04
8.309312e-04,8.271470e-04,8.295414e-04,8.384628e-04,8.387285e-04,8.518728e-04,8.661591e-04,8.907164e-04,9.310203e-04,9.886917e-04
9.852621e-04,9.848085e-04,9.843650e-04,9.929620e-04,1.012477e-03,1.017852e-03,1.044120e-03,1.082469e-03,1.140525e-03,1.180244e-03
1.225765e-03,1.225688e-03,1.256679e-03,1.249364e-03,1.258777e-03,1.290280e-03,1.321862e-03,1.381151e-03,1.464676e-03,1.512063e-03
1.902228e-03,1.893323e-03,1.883587e-03,1.912247e-03,1.936983e-03,1.976636e-03,2.055713e-03,2.155357e-03,2.252686e-03,2.340035e-03
2.461656e-03,2.457075e-03,2.442778e-03,2.506190e-03,2.637622e-03,2.614681e-03,2.768051e-03,2.924943e-03,3.040987e-03,3.107357e-03
3.459663e-03,3.431838e-03,3.452887e-03,3.499270e-03,3.547874e-03,3.705374e-03,3.938562e-03,4.218210e-03,4.359107e-03,4.468412e-03
5.157251e-03,5.143056e-03,5.166144e-03,5.248776e-03,5.372343e-03,5.571414e-03,5.954674e-03,6.421257e-03,6.584922e-03,6.713890e-03
